1, Emissões, emissõe, n, O
12, secretário, secretário, n, O
13, de, de, h:prp:de::::, O
14, Estado, estado, h:prop:estado:m_s::np-idf:, B-PESSOA

1, Portugal, portugal, prop, B-LOCAL
2, tem, ter, v-fin, O
3, 117, 117, N, B-VALOR
4, mil, mil, num, I-VALOR
5, milionários, milionário, n, O
6, ., ., punc, O
7, Em, em, prp, B-TEMPO
8, 2024, 2024, N, I-TEMPO
9, ,, ,, punc, O
10, esse, esse, pron-det, O
11, número, número, n, O
12, vai, ir, v-fin, O
13, crescer, crescer, v-inf, O
14, 49, 49, num, O
15, %, %, n, B-VALOR

1, INAS, ino, N, O
2, Global, global, adj, O
3, Games, game, n, O
4, :, :, punc, O
5, Portugal, portugal, prop, B-LOCAL
6, se, se, pron-pers, O
7, sagra-, sagrar, v-fin, O
8, campeão, campeão, n, O
9, em, em, prp, O
10, o, o, art, O
11, basquetebol, basquetebol, n, O

1, ``, ``, N, O
2, Uma, um, art, O
3, vergonha, vergonha, n, O
4, que, que, pron-indp, O
5, não, não, adv, O
6, se, se, pron-pers, O
7, entende, entender, v-fin, O
8, '', '', N, O
9, ., ., punc, O
10, Partido, partido, nprop, O
11, de, de, prp, O
12, Cristas, crista, n, B-PESSOA
13, espera, esperar, v-fin, O
14, candidatos, candidato, n, O
15, até, até, prp, B-TEMPO
16, janeiro, janeiro, n, I-TEMPO

1, Quebras, quebra, n, O
2, em, em, prp, O
3, o, o, art, O
4, turismo, turismo, n, O
5, e, e, conj-c, O
6, imobiliário, imobiliário, adj, O
7, tiram, tirar, v-fin, O
8, receita, receita, n, O
9, fiscal, fiscal, adj, O
10, à, à, ADP, O
11, câmara, câmaro, n, O
12, de, de, prp, O
13, Lisboa, lisboa, prop, B-LOCAL

1, Sabes, saber, v, O
2, quantos, quanto, pron-det, O
3, milionários, milionário, n, O
4, existem, existir, v-fin, O
5, em, em, prp, O
6, Portugal, portugal, prop, B-LOCAL
7, ?, ?, punc, O
8, Daqui, daqui, prep, O
9, a, a, prp, O
10, cinco, cinco, num, O
11, anos, ano, n, O
12, haverá, haverá, v-fin, O
13, mais, mais, adv, O
14, 49, 49, num, O
15, %, %, n, B-VALOR

1, JP, jp, N, O
2, Morgan, morgan, prop, O
3, com, com, prp, O
4, lucro, lucro, n, O
5, e, e, conj-c, O
6, receita, receita, n, O
7, maiores, grande, adj, O
8, de, de, prp, O
9, o, o, pron-det, O
10, que, que, pron-indp, O
11, o, o, art, O
12, esperado, esperar, v-pcp, O
13, em, em, prp, O
14, o, o, art, O
15, 3°, 3°, N, O
16, trimestre, trimestre, n, O

1, JN, jn, prop, O
2, entre, entre, prp, O
3, 52, 52, num, O
4, jornais, jornal, n, O
5, centenários, centenário, n, O
6, candidatos, candidatar, v-pcp, O
7, a, a, prp, O
8, Memória, memória, n, O
9, de, de, prp, O
10, o, o, art, O
11, Mundo, mundo, n, B-LOCAL
12, de, de, prp, O
13, a, o, art, O
14, Unesco, unesco, n, B-ORGANIZACAO

1, Publicidade, publicidade, n, O
2, a, a, prp, O
3, alimentos, alimento, n, O
4, com, com, prp, O
5, mais, mais, pron-det, O
6, açúcar, açúcar, h:n:açúcar:m_s::np-idf:, O
7, e, e, conj-c, O
8, sal, sal, N, O
9, afastada, afastar, v-pcp, O
10, de, de, prp, O
11, as, o, art, O
12, escolas, escola, n, O
13, e, e, conj-c, O
14, de, de, prp, O
15, as, o, art, O
16, crianças, criança, n, O

1, Rússia, rússia, prop, O
2, quer, querer, v-fin, O
3, dar, dar, v-inf, O
4, a, a, prp, O
5, o, o, art, O
6, mundo, mundo, n, O
7, sinal, sinal, n, O
8, de, de, prp, O
9, ambição, ambição, n, O
10, crescente, crescente, adj, O
11, em, em, prp, O
12, o, o, art, O
13, continente, continente, n, O
14, africano, africano, adj, O

1, CDS-PP, cds-pp, h:prop:cds-pp:m_s::hyfen:, O
2, :, :, punc, O
3, Matos, matos, h:prop:matos:m_s:::, O
4, Chaves, chaves, prop, O
5, quer, querer, v-fin, O
6, regresso, regresso, h:n:regresso:m_s::np-def:, O
7, de, de, prp, O
8, as, o, art, O
9, eleições, eleições, h:n:eleição:f_p::np-def:, O
10, diretas, direto, n, O

1, CDS, cds, h:prop:cds:m_s:::, O
2, ., ., punc, O
3, “, “, N, O
4, Poupem, poupar, v-fin, O
5, o, o, art, O
6, partido, partido, n, O
7, à, à, ADP, O
8, ideia, ideia, n, O
9, de, de, prp, O
10, que, que, conj-s, O
11, ninguém, ninguém, pron-indp, O
12, o, o, pron-pers, O
13, quer, querer, v-fin, O
14, agarrar, agarrar, v-inf, O
15, ”, ”, N, O

1, Alimentos, alimento, n, O
2, com, com, prp, O
3, mais, mais, pron-det, O
4, açúcar, açúcar, h:n:açúcar:m_s::np-idf:, O
5, ,, ,, punc, O
6, sal, sal, N, O
7, e, e, conj-c, O
8, gorduras, gordura, n, O
9, banidos, banir, v-pcp, O
10, de, de, prp, O
11, a, o, art, O
12, publicidade, publicidade, n, O
13, para, para, prp, O
14, crianças, criança, n, O

1, Vítor, vítor, nprop, B-PESSOA
2, Gaspar, gaspar, v-inf, O
3, alerta, alerta, n, O
4, para, para, prp, O
5, ``, ``, N, O
6, pânico, pânico, n, O
7, de, de, prp, O
8, os, o, art, O
9, investidores, investidor, n, O
10, e, e, conj-c, O
11, disrupção, disrupção, n, O
12, de, de, prp, O
13, os, o, art, O
14, mercados, mercado, n, O
15, ”, ”, N, O

1, Ana, ana, nprop, O
2, Filipe, filipe, n, O
3, e, e, conj-c, O
4, Lenine, lenine, prop, B-PESSOA
5, Cunha, cunhar, v-fin, I-PESSOA
6, conquistam, conquistar, v-fin, O
7, medalhas, medalha, n, O
8, em, em, prp, O
9, os, o, art, O
10, INAS, ino, N, B-ABSTRACCAO
11, Global, global, adj, I-ABSTRACCAO
12, Games, game, n, I-ABSTRACCAO

1, Lenine, lenine, prop, B-PESSOA
2, Cunha, cunhar, v-fin, I-PESSOA
3, e, e, conj-c, O
4, Ana, ana, nprop, O
5, Filipe, filipe, n, O
6, conquistam, conquistar, v-fin, O
7, mais, mais, adv, O
8, duas, dois, num, O
9, medalhas, medalha, n, O
10, em, em, prp, O
11, os, o, art, O
12, INAS, ino, N, B-ABSTRACCAO
13, Global, global, adj, I-ABSTRACCAO
14, Games, game, n, I-ABSTRACCAO

1, Ana, ana, nprop, O
2, Filipe, filipe, n, O
3, e, e, conj-c, O
4, seleção, seleção, n, O
5, de, de, prp, O
6, futsal, futsal, n, O
7, conquistam, conquistar, v-fin, O
8, medalhas, medalha, n, O
9, de, de, prp, O
10, ouro, ouro, n, O
11, em, em, prp, O
12, os, o, art, O
13, INAS, ino, N, B-ABSTRACCAO
14, Global, global, adj, I-ABSTRACCAO
15, Games, game, n, I-ABSTRACCAO

1, outputs/testfile.txt, outputs/testfile.txt, N, O

1, outputs/testfile.txt, outputs/testfile.txt, N, O

1, C, c, n, O
2, :, :, punc, O
3, /Disciplinas/Tese/ThesisWork/gNewsApp/outputs/testfile.txt, /disciplinas/tese/thesiswork/gnewsapp/outputs/testfile.txt, N, O

1, Emissões, emissõe, n, O
2, atmosféricas, atmosférico, adj, O
3, aumentaram, aumentar, v-fin, O
4, em, em, prp, B-TEMPO
5, 2017, 2017, N, I-TEMPO

1, Algarve, algarve, prop, O
2, é, é, v-fin, O
3, o, o, art, O
4, melhor, bom, adj, O
5, destino, destino, n, O
6, de, de, prp, O
7, golfe, golfe, n, O
8, de, de, prp, O
9, o, o, art, O
10, mundo, mundo, n, O
11, para, para, prp, O
12, 2020, 2020, N, O

1, FMI, fmi, prop, O
2, quer, querer, v-fin, O
3, impostos, imposto, n, O
4, mais, mais, adv, O
5, altos, alto, adj, O
6, em, em, prp, O
7, o, o, art, O
8, carbono, carbono, n, O
9, e, e, conj-c, O
10, avisa, avisa, mv:v-fin:avisar:pr_3s_ind::fs-rel:, O
11, que, que, pron-det, O
12, fatura, faturo, n, O
13, de, de, prp, O
14, a, o, art, O
15, energia, energia, n, O
16, tem, ter, v-fin, O
17, de, de, prp, O
18, aumentar, aumentar, v-inf, O

1, Ana, ana, nprop, B-PESSOA
2, Paula, paula, nprop, I-PESSOA
3, Vitorino, vitorino, n, I-PESSOA
4, deixa, deixar, v-fin, O
5, inspirações, inspiraçõe, n, O
6, para, para, prp, O
7, o, o, art, O
8, sucessor, sucessor, n, O

1, O, o, pron-det, O
2, que, que, pron-indp, O
3, se, se, pron-pers, O
4, passou, passar, v-fin, O
5, em, em, prp, O
6, o, o, art, O
7, país, paí, n, O
8, e, e, conj-c, O
9, em, em, prp, O
10, o, o, art, O
11, mundo, mundo, n, O

1, “, “, N, O
2, Cabeças, cabeça, n, O
3, a, a, prp, O
4, rolar, rolar, v-inf, O
5, ”, ”, N, O
6, e, e, conj-c, O
7, versões, versõe, n, O
8, opostas, opor, v-pcp, O
9, sobre, sobre, prp, O
10, racismo, racismo, n, O
11, em, em, prp, O
12, o, o, art, O
13, Bulgária-Inglaterra, bulgária-inglaterra, n, B-PESSOA

1, Governo, governo, prop, B-ORGANIZACAO
2, cria, criar, v-fin, O
3, grupo, grupo, n, O
4, de, de, prp, O
5, trabalho, trabalho, n, O
6, para, para, prp, O
7, organizar, organizar, v-inf, O
8, Web, web, N, O
9, Summit, summit, N, O

1, Em, em, prep, B-TEMPO
2, 2017, 2017, N, I-TEMPO
3, o, o, art, O
4, potencial, potencial, adj, O
5, de, de, prp, O
6, aquecimento, aquecimento, n, O
7, global, global, adj, O
8, aumentou, aumentar, v-fin, O
9, 6,9, 6,9, num, O
10, %, %, n, B-VALOR
11, em, em, prp, O
12, Portugal, portugal, prop, B-LOCAL

1, Ana, ana, nprop, O
2, Filipe, filipe, n, O
3, e, e, conj-c, O
4, Lenine, lenine, prop, B-PESSOA
5, Cunha, cunhar, v-fin, I-PESSOA
6, conquistam, conquistar, v-fin, O
7, medalhas, medalha, n, O
8, em, em, prp, O
9, os, o, art, O
10, INAS, ino, N, B-ABSTRACCAO
11, Global, global, adj, I-ABSTRACCAO
12, Games, game, n, I-ABSTRACCAO

1, Xiaomi, xiaomi, N, O
2, MIUI, miui, N, O
3, 11, 11, num, B-VALOR
4, Global, global, adj, I-VALOR
5, começa, comer, v-fin, O
6, a, a, prp, O
7, chegar, chegar, v-inf, O
8, para, para, prp, B-TEMPO
9, a, o, art, I-TEMPO
10, semana, semana, n, I-TEMPO
11, a, a, prp, I-TEMPO
12, 14, 14, num, I-TEMPO
13, modelos, modelo, n, O
14, de, de, prp, O
15, smartphones, smartphones, prop, O

1, Suécia, suécia, prop, O
2, é, é, v-fin, O
3, a, o, art, O
4, campeã, campeã, n, O
5, em, em, prp, O
6, a, o, art, O
7, reputação, reputação, n, O
8, ., ., punc, O
9, Portugal, portugal, prop, B-LOCAL
10, fica, ficar, v-fin, O
11, em, em, prp, O
12, 16º, 16º, N, B-VALOR
13, lugar, lugar, n, O

1, Duas, dois, num, O
2, medalhas, medalha, n, O
3, de, de, prp, O
4, ouro, ouro, n, O
5, para, para, prp, O
6, Portugal, portugal, prop, B-LOCAL
7, em, em, prp, O
8, os, o, art, O
9, INAS, ino, N, B-ABSTRACCAO
10, Global, global, adj, I-ABSTRACCAO
11, Games, game, n, I-ABSTRACCAO

1, Suécia, suécia, prop, O
2, é, é, v-fin, O
3, a, o, art, O
4, campeã, campeã, n, O
5, em, em, prp, O
6, a, o, art, O
7, reputação, reputação, n, O
8, ., ., punc, O
9, Portugal, portugal, prop, B-LOCAL
10, fica, ficar, v-fin, O
11, em, em, prp, O
12, 16.º, 16.º, num, B-VALOR
13, lugar, lugar, n, O

1, “, “, N, O
2, O, o, art, O
3, desperdício, desperdício, n, O
4, zero, zero, num, O
5, se, se, pron-pers, O
6, torna-, tornar, v-fin, O
7, um, um, art, O
8, estilo, estilo, n, O
9, de, de, prp, O
10, vida, vida, n, O
11, quando, quando, adv, O
12, o, o, pron-pers, O
13, deixamos, deixar, v-fin, O
14, simplificar, simplificar, v-inf, O
15, o, o, art, O
16, nosso, nosso, pron-det, O
17, ela, ele, pron-pers, O
18, dia-, dia, N, O
19, ”, ”, N, O

1, ‘, ‘, N, O
2, Fatura, faturo, n, O
3, de, de, prp, O
4, o, o, art, O
5, Ambiente, ambiente, prop, B-LOCAL
6, ’, ’, N, O
7, revela, revelar, v-fin, O
8, que, que, conj-s, O
9, potencial, potencial, adj, O
10, de, de, prp, O
11, aquecimento, aquecimento, n, O
12, global, global, adj, O
13, é, é, v-fin, O
14, maior, grande, adj, O
15, que, que, conj-s, O
16, a, o, art, O
17, atividade, atividade, n, O
18, económica, económico, adj, O

1, Ali, ali, adv, O
2, Daei, daei, N, O
3, sente, sentir, v-fin, O
4, que, que, conj-s, O
5, Ronaldo, ronaldo, nprop, B-PESSOA
6, a, a, prp, O
7, ele, ele, pron-pers, O
8, vai, ir, v-fin, O
9, ``, ``, N, O
10, tirar, tirar, v-inf, O
11, '', '', N, O
12, o, o, art, O
13, recorde, recorde, n, O
14, mundial, mundial, adj, O
15, de, de, prp, O
16, golos, golo, n, O

1, Modelo, modelo, n, O
2, computacional, computacional, adj, O
3, ajuda, ajuda, n, O
4, a, a, prp, O
5, prever, prever, v-inf, O
6, surtos, surto, n, O
7, de, de, prp, O
8, ébola, ébola, prop, O

1, Lutas, lutas, h:n:luta:f_p::np-idf:, O
2, climáticas, climático, adj, O
3, e, e, conj-c, O
4, associativismo, associativismo, n, O
5, “, “, N, O
6, pós-político, pós-político, adj, O
7, ”, ”, N, O

1, Lenine, lenine, prop, B-PESSOA
2, Cunha, cunhar, v-fin, I-PESSOA
3, e, e, conj-c, O
4, Ana, ana, nprop, O
5, Filipe, filipe, n, O
6, conquistam, conquistar, v-fin, O
7, duas, dois, num, O
8, medalhas, medalha, n, O
9, em, em, prp, O
10, os, o, art, O
11, INAS, ino, N, B-ABSTRACCAO
12, Global, global, adj, I-ABSTRACCAO
13, Games, game, n, I-ABSTRACCAO

1, FIFA, fifa, N, O
2, ameaça, ameaça, n, O
3, alargar, alargar, v-inf, O
4, a, a, prp, O
5, nível, nível, n, O
6, global, global, adj, O
7, eventuais, eventual, adj, O
8, sanções, sançõe, n, O
9, de, de, prp, O
10, a, o, art, O
11, UEFA, uefa, N, B-ORGANIZACAO
12, à, à, ADP, O
13, Bulgária, bulgária, prop, B-PESSOA

1, Portugal, portugal, prop, B-LOCAL
2, fecha, fecha, mv:v-fin:fechar:pr_3s_ind::fs-rel:, O
3, INAS, ino, N, B-ORGANIZACAO
4, Global, global, adj, O
5, Games, game, n, O
6, com, com, prp, O
7, mais, mais, pron-det, O
8, um, um, num, O
9, ouro, ouro, n, O
10, e, e, conj-c, O
11, três, três, num, O
12, pratas, prata, n, O

1, Nokia, nokia, prop, O
2, 7.2, 7.2, N, O
3, chega, chegar, v-fin, O
4, a, a, prp, O
5, Portugal, portugal, prop, B-LOCAL
6, com, com, prp, O
7, Snapdragon, snapdragon, nprop, B-ORGANIZACAO
8, 660, 660, N, I-ORGANIZACAO
9, de, de, prp, O
10, a, o, art, O
11, Qualcomm, qualcomm, N, O
12, e, e, conj-c, O
13, câmara, câmaro, n, O
14, tripla, tripla, n, O
15, de, de, prp, O
16, 48, 48, num, O
17, MP, mp, prop, O

1, Relatório, relatório, n, O
2, de, de, prp, O
3, o, o, art, O
4, G7, g7, prop, B-COISA
5, levanta, levantar, v-fin, O
6, preocupações, preocupaçõe, n, O
7, com, com, prp, O
8, a, o, art, O
9, Libra, libra, prop, B-LOCAL
10, ,, ,, punc, O
11, criptomoeda, criptomoeda, n, O
12, de, de, prp, O
13, o, o, art, O
14, Facebook, facebook, prop, O

1, Xiaomi, xiaomi, N, O
2, lança, lança, v-fin, O
3, JoyUI, joyui, N, O
4, 11, 11, num, B-VALOR
5, baseada, basear, v-pcp, O
6, em, em, prp, O
7, a, o, art, O
8, MIUI, miui, N, O
9, 11, 11, num, B-VALOR
10, para, para, prp, O
11, smartphones, smartphones, prop, O
12, Black, black, prop, O
13, Shark, shark, prop, O

1, Cuidado, cuidado, n, O
2, com, com, prp, O
3, a, o, art, O
4, máquina, máquino, n, O
5, multiplicadora, multiplicadora, adv, O
6, de, de, prp, O
7, países, país, n, O

1, Portugal, portugal, prop, B-LOCAL
2, tem, ter, v-fin, O
3, 117, 117, N, B-VALOR
4, mil, mil, num, I-VALOR
5, milionários, milionário, n, O

1, Indústria, indústria, n, O
2, automóvel, automóvel, n, O
3, ., ., punc, O
4, FMI, fmi, h:prop:fmi:m_s:::, O
5, deixa, deixar, v-fin, O
6, avisos, aviso, n, O
7, sobre, sobre, prp, O
8, sector, sector, n, O
9, que, que, pron-indp, O
10, vale, valer, v-fin, O
11, 15, 15, num, B-VALOR
12, %, %, n, I-VALOR
13, de, de, prp, O
14, as, o, art, O
15, exportações, exportaçõe, n, O
16, portuguesas, portuguÃªs, adj, O

1, Marcas, marca, n, O
2, de, de, prp, O
3, o, o, art, O
4, voto, voto, n, O
5, emigrante, emigrante, adv, O
6, :, :, punc, O
7, PAN, pan, N, O
8, foi, ser, v-fin, O
9, a, a, prp, O
10, 3.ª, 3.ª, N, O
11, força, força, n, O
12, ,, ,, punc, O
13, nulos, nulo, adj, O
14, e, e, conj-c, O
15, brancos, branco, adj, O
16, dispararam, disparar, v-fin, O

1, Como, como, ks, O
2, a, o, art, O
3, Huawei, huawei, N, B-ORGANIZACAO
4, está, está, v-fin, O
5, a, a, prp, O
6, conseguir, conseguir, v-inf, O
7, sacudir, sacudir, v-inf, O
8, pressão, pressão, n, O

1, Partidos, partidos, h:n:partido:m_p::np-idf:, O
2, ecologistas, ecologista, n, O
3, se, se, pron-pers, O
4, tornam-, tornar, v-fin, O
5, a, o, art, O
6, segunda, segunda, n, O
7, maior, grande, adj, O
8, força, força, n, O
9, em, em, prp, O
10, a, o, art, O
11, Suíça, suíça, prop, B-LOCAL

1, Um, um, prp, O
2, a, a, prp, O
3, um, um, art, O
4, ., ., punc, O
5, Os, o, art, O
6, perfis, perfil, N, O
7, de, de, prp, O
8, todos, todo, pron-det, O
9, os, o, art, O
10, ministros, ministro, n, O
11, de, de, prp, O
12, o, o, art, O
13, novo, novo, adj, O
14, Governo, governo, prop, B-ORGANIZACAO

1, Conectividade, conectividade, n, O
2, privada, privado, adj, O
3, em, em, prp, O
4, o, o, art, O
5, digital, digital, adj, O
6, edge, edge, N, O
7, deve, dever, v-fin, O
8, aumentar, aumentar, v-inf, O
9, mais, mais, adv, O
10, de, de, prp, O
11, 50, 50, num, B-VALOR
12, %, %, n, I-VALOR
13, a, a, prp, B-TEMPO
14, o, o, art, I-TEMPO
15, ano, ano, n, I-TEMPO

1, Costa, costa, nprop, O
2, :, :, punc, O
3, Não, não, adv, O
4, há, há, v-fin, O
5, condições, condiçõe, n, O
6, para, para, prp, O
7, acordo, acordo, n, O
8, em, em, prp, O
9, breve, breve, n, O
10, sobre, sobre, prp, O
11, orçamento, orçamento, n, O
12, de, de, prp, O
13, a, o, art, O
14, UE, ue, prop, B-ORGANIZACAO

1, FMI, fmi, prop, O
2, diz, dizer, v-fin, O
3, que, que, conj-s, O
4, “, “, N, O
5, ainda, ainda, adv, O
6, é, é, v-fin, O
7, possível, possível, adj, O
8, um, um, art, O
9, amplo, amplo, adj, O
10, crescimento, crescimento, n, O
11, ”, ”, N, O
12, ,, ,, punc, O
13, apesar, apesar, adv, O
14, de, de, prp, O
15, as, o, art, O
16, guerras, guerra, n, O
17, comerciais, comercial, adj, O
18, e, e, conj-c, O
19, de, de, prp, O
20, o, o, art, O
21, “, “, N, O
22, Brexit, brexit, N, O
23, ”, ”, N, O

1, António, antónio, h:prop:antónio:m_s:::, B-PESSOA
2, Costa, costa, nprop, O
3, :, :, punc, O
4, Não, não, adv, O
5, há, há, v-fin, O
6, manifestamente, manifestamente, adv, O
7, condições, condiçõe, n, O
8, para, para, prp, O
9, acordo, acordo, n, O
10, em, em, prp, O
11, breve, breve, n, O
12, sobre, sobre, prp, O
13, orçamento, orçamento, n, O
14, de, de, prp, O
15, a, o, art, O
16, União, união, n, B-ORGANIZACAO
17, Europeia, europeu, n, I-ORGANIZACAO

1, O, o, art, O
2, Governo, governo, prop, B-ORGANIZACAO
3, está, está, v-fin, O
4, formado, formar, v-pcp, O
5, ., ., punc, O
6, Então, então, adv, O
7, para, para, prp, O
8, que, que, conj-s, O
9, serve, servir, v-fin, O
10, o, o, art, O
11, meu, meu, pron-det, O
12, voto, voto, n, O
13, ?, ?, punc, O

1, Como, como, ks, O
2, substituir, substituir, v-inf, O
3, o, o, art, O
4, plástico, plástico, h:n:plástico:m_s::np-idf:, O
5, descartável, descartável, adj, O
6, ?, ?, punc, O
7, Solução, solução, n, O
8, é, é, v-fin, O
9, reutilizar, reutilizar, v-inf, O
10, ,, ,, punc, O
11, diz, dizer, v-fin, O
12, Zero, zero, nprop, O

1, Huawei, huawei, N, O
2, aumenta, aumentar, v-fin, O
3, receitas, receita, n, O
4, de, de, prp, O
5, 24,4, 24,4, N, O
6, %, %, n, B-VALOR
7, em, em, prp, O
8, o, o, art, O
9, terceiro, terceiro, adj, O
10, quarto, quarto, adj, O
11, de, de, prp, O
12, 2019, 2019, N, O

1, O, o, art, O
2, desafio, desafio, n, O
3, de, de, prp, O
4, IA, ia, N, O
5, Devogame, devogame, n, O
6, abre, abrir, v-fin, O
7, por, por, prp, O
8, a, o, art, O
9, primeira, primeiro, adj, O
10, vez, vez, n, O
11, a, a, prp, O
12, porta, porta, n, O
13, a, a, prp, O
14, estudantes, estudante, n, O
15, portugueses, portuguÃªs, adj, O

1, Portugal, portugal, prop, B-LOCAL
2, Digital, digital, prop, I-LOCAL
3, Summit, summit, N, I-LOCAL
4, :, :, punc, O
5, 2ª, 2ª, n, O
6, edição, edição, n, O
7, de, de, prp, O
8, o, o, art, O
9, App, app, N, B-OBRA
10, Start, start, prop, I-OBRA
11, Up, up, N, I-OBRA
12, arranca, arranca, mv:v-fin:arrancar:pr_3s_ind:::, O
13, esta, este, pron-det, O
14, quarta-feira, quarta-feira, n, O

1, E, e, kc, O
2, os, o, art, O
3, destaques, destaque, n, O
4, tecnológicos, tecnológico, n, O
5, de, de, prp, O
6, a, o, art, O
7, semana, semana, n, O
8, que, que, pron-indp, O
9, passou, passar, v-fin, O
10, foram…, foram…, N, O

1, Ford, ford, prop, O
2, anuncia, anunciar, v-fin, O
3, rede, rede, n, O
4, de, de, prp, O
5, carregamento, carregamento, n, O
6, para, para, prp, O
7, carros, carro, n, O
8, elétricos, elétrico, adj, O
9, com, com, prp, O
10, a, o, art, O
11, Amazon, amazon, nprop, B-ORGANIZACAO
12, e, e, conj-c, O
13, Greenlots, greenlot, N, B-PESSOA

1, Alemanha, alemanha, prop, B-LOCAL
2, promete, prometer, v-fin, O
3, maior, grande, adj, O
4, impulso, impulso, n, O
5, orçamental, orçamental, adj, O
6, de, de, prp, B-TEMPO
7, a, o, art, I-TEMPO
8, década, décado, n, I-TEMPO

1, Marcelo, marcelo, nprop, I-TEMPO
2, dá, dá, v-fin, O
3, posse, posse, n, O
4, a, a, prp, O
5, o, o, art, O
6, Governo, governo, prop, B-ORGANIZACAO
7, em, em, prp, O
8, a, o, art, O
9, próxima, próximo, adj, O
10, quarta-feira, quarta-feira, n, O

1, A, o, art, O
2, maioria, maioria, n, O
3, de, de, prp, O
4, os, o, art, O
5, seniores, sÃ©nior, n, O
6, são, são, v-fin, O
7, freelancers, freelancers, prop, O

1, O, o, art, O
2, mundo, mundo, n, O
3, a, a, prp, O
4, seus, seu, pron-det, O
5, pés, pé, n, O
6, #, #, N, O
7, 3, 3, num, O
8, :, :, punc, O
9, Os, o, art, O
10, adiamentos, adiamento, n, O
11, de, de, prp, O
12, o, o, art, O
13, Brexit, brexit, N, B-PESSOA
14, abrem, abrir, v-fin, O
15, uma, um, art, O
16, crise, crise, n, O
17, democrática, democrático, adj, O
18, ?, ?, punc, O

1, Moçambique/Eleições, moçambique/eleições, n, O
2, :, :, punc, O
3, Ambiente, ambiente, prop, O
4, de, de, prp, O
5, votação, votação, n, O
6, “, “, N, O
7, calmo, calmo, h:adj:calmo:m_s:::, O
8, ”, ”, N, O
9, ,, ,, punc, O
10, apesar, apesar, adv, O
11, de, de, prp, O
12, alguns, algum, pron-det, O
13, casos, caso, n, O
14, –, –, N, O
15, Observadores, observador, n, O

1, Portugal, portugal, prop, B-LOCAL
2, se, se, pron-pers, O
3, prepara-, preparar, v-fin, O
4, para, para, prp, O
5, bater, bater, v-inf, O
6, um, um, art, O
7, recorde, recorde, n, O
8, em, em, prp, O
9, o, o, art, O
10, sector, sector, n, O
11, automóvel, automóvel, n, O
